"Period","x","y","Bearing","Distance_km"
"2010-2015",-86.0839816254265,39.5511600765069,162.223804050257,24.8472028035339
"2010-2015",-86.0837121308413,39.5511600765069,162.159287263709,24.8527410096608
"2010-2015",-86.0834426362561,39.5511600765069,162.094817206535,24.8582993915956
"2010-2015",-86.0831731416708,39.5511600765069,162.030393991062,24.8638779358068
"2010-2015",-86.0740103257728,39.5511600765069,159.868635434837,25.0654460094516
"2010-2015",-86.0737408311876,39.5511600765069,159.805917500362,25.0717214319432
"2010-2015",-86.0847901091823,39.5508905819217,162.438106164866,24.8598258266529
"2010-2015",-86.084520614597,39.5508905819217,162.373515420378,24.8652970317365
"2010-2015",-86.0842511200118,39.5508905819217,162.3089709131,24.8707884322386
"2010-2015",-86.0839816254265,39.5508905819217,162.244472757037,24.8763000147846
"2010-2015",-86.0837121308413,39.5508905819217,162.180021065571,24.8818317659639
"2010-2015",-86.0834426362561,39.5508905819217,162.115615951445,24.8873836723266
"2010-2015",-86.0831731416708,39.5508905819217,162.051257526775,24.8929557203875
"2010-2015",-86.0740103257728,39.5508905819217,159.891609955889,25.0942910100266
"2010-2015",-86.0737408311876,39.5508905819217,159.828951373483,25.1005592453265
"2010-2015",-86.0740103257728,39.5506210873364,159.914534261929,25.1231386358857
"2010-2015",-86.0737408311876,39.5506210873364,159.851934942191,25.1293996998379
"2010-2015",-86.0532592427097,39.5481956360693,155.487527913339,25.9158851477067
"2010-2015",-86.0537982318801,39.5479261414841,155.630277277746,25.9289374125658
"2010-2015",-86.0535287372949,39.5479261414841,155.572115301814,25.9365432704614
"2010-2015",-86.0532592427097,39.5479261414841,155.514006910371,25.9441674131431
"2010-2015",-86.0537982318801,39.5476566468989,155.656609055134,25.9572399923813
"2010-2015",-86.0535287372949,39.5476566468989,155.598493949872,25.964837589177
"2010-2015",-86.0537982318801,39.5473871523136,155.682887445524,25.9855463032423
"2010-2015",-86.0535287372949,39.5473871523136,155.624819164982,25.9931356558366
"2010-2015",-86.1047327084897,39.5471176577284,167.546654204284,24.9253996324432
"2010-2015",-86.1044632139045,39.5471176577284,167.480048421736,24.9292768977088
"2010-2015",-86.103924224734,39.5433447335351,167.552665525084,25.3506152726025
"2010-2015",-86.0430184484707,39.5382243364156,154.323686781723,27.2565512426695
"2010-2015",-86.0427489538855,39.5382243364156,154.269152854908,27.2645687095117
"2010-2015",-86.0424794593002,39.5382243364156,154.21466891165,27.2726033374328
"2010-2015",-86.0427489538855,39.5379548418304,154.29539741965,27.2926719307655
"2010-2015",-86.0424794593002,39.5379548418304,154.240953209065,27.3006983190854
"2010-2015",-86.0427489538855,39.5376853472451,154.321592132168,27.320779112304
"2010-2015",-86.0424794593002,39.5376853472451,154.267187624449,27.3287972768047
"2010-2015",-86.0438269322264,39.5368768634894,154.617513778633,27.3733210708022
"2010-2015",-86.0435574376412,39.5368768634894,154.563031062206,27.3812461789538
"2010-2015",-86.0438269322264,39.5366073689042,154.643350762911,27.4014764888029
"2010-2015",-86.0435574376412,39.5366073689042,154.58890814708,27.4093934869261
"2010-2015",-86.0767052716252,39.5333734338813,161.876134460231,26.9171505524282
"2010-2015",-86.0764357770399,39.5333734338813,161.816739057542,26.9227981394535
"2010-2015",-86.0769747662104,39.5331039392961,161.954942422425,26.940589670928
"2010-2015",-86.0767052716252,39.5331039392961,161.895561715934,26.9462126114671
"2010-2015",-86.0764357770399,39.5331039392961,161.836221222461,26.95185413066
"2010-2015",-86.0769747662104,39.5328344447109,161.974274521859,26.969659746803
"2010-2015",-86.0756272932842,39.5328344447109,161.678047492046,26.9979297566524
"2010-2015",-86.075357798699,39.5328344447109,161.61892304962,27.0036393490514
"2010-2015",-86.0750883041138,39.5328344447109,161.559839126263,27.009367444263
"2010-2015",-86.0748188095285,39.5328344447109,161.50079580587,27.0151140305171
"2010-2015",-86.0772442607957,39.5325649501256,162.052877408309,26.9931394605759
"2010-2015",-86.0769747662104,39.5325649501256,161.993566615158,26.9987317827767
"2010-2015",-86.0756272932842,39.5325649501256,161.697612668107,27.0269714932577
"2010-2015",-86.075357798699,39.5325649501256,161.638542481562,27.0326749739035
"2010-2015",-86.0750883041138,39.5325649501256,161.579512693537,27.0383969401536
"2010-2015",-86.0440964268116,39.5325649501256,155.07898019237,27.8164814959115
"2010-2015",-86.0772442607957,39.5322954555404,162.072074725911,27.0222194455412
"2010-2015",-86.0769747662104,39.5322954555404,162.012818822016,27.0278057725228
"2010-2015",-86.0767052716252,39.5322954555404,161.953602685249,27.0334106375202
"2010-2015",-86.0764357770399,39.5322954555404,161.894426401971,27.0390340290047
"2010-2015",-86.0440964268116,39.5322954555404,155.104007538526,27.8447047767203
"2010-2015",-86.0772442607957,39.5320259609552,162.091232363124,27.051301365495
"2010-2015",-86.0769747662104,39.5320259609552,162.03203126167,27.0568817097441
"2010-2015",-86.0767052716252,39.5320259609552,161.972869808564,27.0624805746405
"2010-2015",-86.0764357770399,39.5320259609552,161.913748090021,27.068097948692
"2010-2015",-86.0554151993915,39.5320259609552,157.431007110301,27.5622910766834
"2010-2015",-86.0551457048063,39.5320259609552,157.375258366988,27.5693321127423
"2010-2015",-86.0554151993915,39.5317564663699,157.45416452169,27.5908382563185
"2010-2015",-86.0551457048063,39.5317564663699,157.398460600509,27.5978720364908
"2010-2015",-86.0546067156358,39.5312174771995,157.333635643056,27.6690519388072
"2010-2015",-86.0777832499661,39.5290615205176,162.41670376931,27.3603527733116
"2010-2015",-86.0775137553809,39.5290615205176,162.358023320667,27.365831424828
"2010-2015",-86.0772442607957,39.5290615205176,162.299381072858,27.3713284299309
"2010-2015",-86.0758967878695,39.5290615205176,162.006745821934,27.3990883713281
"2010-2015",-86.0756272932842,39.5290615205176,161.948334558458,27.4046952648088
"2010-2015",-86.075357798699,39.5290615205176,161.889962084898,27.4103204339022
"2010-2015",-86.0750883041138,39.5290615205176,161.831628483676,27.4159638673601
"2010-2015",-86.0777832499661,39.5287920259323,162.435286482085,27.3894690546508
"2010-2015",-86.0775137553809,39.5287920259323,162.376660032263,27.3949419045454
"2010-2015",-86.0756272932842,39.5287920259323,161.96734608491,27.4337646562411
"2010-2015",-86.075357798699,39.5287920259323,161.909026700742,27.4393838878535
"2010-2015",-86.0750883041138,39.5287920259323,161.850746074593,27.4450213670009
"2010-2015",-86.0777832499661,39.5285225313471,162.45383119285,27.418587168019
"2010-2015",-86.0775137553809,39.5285225313471,162.395258656119,27.4240542282445
"2010-2015",-86.075357798699,39.5285225313471,161.928052558493,27.4684492823988
"2010-2015",-86.0750883041138,39.5285225313471,161.869824825559,27.4740808194335
"2010-2015",-86.0214588816518,39.5279835421766,151.187412436195,28.9962849195901
"2010-2015",-86.0211893870666,39.5279835421766,151.13806756016,29.0052910118296
"2010-2015",-86.0214588816518,39.5277140475914,151.214543621111,29.0238896061649
"2010-2015",-86.0211893870666,39.5277140475914,151.165228355469,29.0328871703208
"2010-2015",-86.0128350549243,39.5274445530062,149.687615653581,29.3467820097953
"2010-2015",-86.012565560339,39.5274445530062,149.639822595343,29.3562609823433
"2010-2015",-86.0122960657538,39.5274445530062,149.59207619599,29.3657550247795
"2010-2015",-86.0839816254265,39.5271750584209,163.897113357379,27.4441815281299
"2010-2015",-86.0837121308413,39.5271750584209,163.837972752491,27.4491975031664
"2010-2015",-86.0834426362561,39.5271750584209,163.778867509033,27.4542319537593
"2010-2015",-86.0128350549243,39.5271750584209,149.715547848116,29.3741195963045
"2010-2015",-86.012565560339,39.5271750584209,149.667781004432,29.3835897867208
"2010-2015",-86.0122960657538,39.5271750584209,149.620060716406,29.3930750387506
"2010-2015",-86.0839816254265,39.5269055638357,163.91417412303,27.4734373013228
"2010-2015",-86.0837121308413,39.5269055638357,163.855089408494,27.4784479554257
"2010-2015",-86.0834426362561,39.5269055638357,163.796039949191,27.4834770674416
"2010-2015",-86.0839816254265,39.5266360692505,163.931199727574,27.5026946048858
"2010-2015",-86.0837121308413,39.5266360692505,163.872170809196,27.5076999490941
"2010-2015",-86.0214588816518,39.5266360692505,151.32260257993,29.1343550225334
"2010-2015",-86.0839816254265,39.5263665746652,163.948190276596,27.5319534339366
"2010-2015",-86.0837121308413,39.5263665746652,163.88921706038,27.5369534792555
"2010-2015",-86.0721238636762,39.5263665746652,161.387701645536,27.7692460584755
"2010-2015",-86.0341251271579,39.5263665746652,153.712228612679,28.758833313823
"2010-2015",-86.0338556325727,39.5263665746652,153.660905540725,28.7670441286448
"2010-2015",-86.0335861379874,39.5263665746652,153.60962794903,28.7752711025
"2010-2015",-86.0214588816518,39.5263665746652,151.349501413891,29.1619829778465
"2010-2015",-86.0688899286533,39.52609708008,160.721999375649,27.8689754341262
"2010-2015",-86.0349336109136,39.52609708008,153.891705991293,28.7623397466808
"2010-2015",-86.0346641163284,39.52609708008,153.840281667274,28.770494077558
"2010-2015",-86.0343946217431,39.52609708008,153.788902644427,28.7786645977569
"2010-2015",-86.0688899286533,39.5258275854947,160.741863252498,27.8979156817053
"2010-2015",-86.0349336109136,39.5258275854947,153.916896215284,28.7903854093505
"2010-2015",-86.0346641163284,39.5258275854947,153.865506924021,28.7985318307383
"2010-2015",-86.0343946217431,39.5258275854947,153.814162821977,28.806694430243
"2010-2015",-86.0341251271579,39.5258275854947,153.762863931929,28.814873194114
"2010-2015",-86.0349336109136,39.5255580909095,153.942041273103,28.8184349386378
"2010-2015",-86.0346641163284,39.5255580909095,153.890686991491,28.8265734648332
"2010-2015",-86.0343946217431,39.5255580909095,153.839377787476,28.8347281579468
"2010-2015",-86.0341251271579,39.5255580909095,153.788113683923,28.8428990042652
"2010-2015",-86.0349336109136,39.5252885963243,153.967141276456,28.8464883232611
"2010-2015",-86.0346641163284,39.5252885963243,153.915821981304,28.8546189685248
"2010-2015",-86.0343946217431,39.5252885963243,153.86454765246,28.8627657695158
"2010-2015",-86.0195724195552,39.5236716288129,151.274812599815,29.5009369005484
"2010-2015",-86.0193029249699,39.5236716288129,151.226256471797,29.5099158234076
"2010-2015",-86.0198419141404,39.5234021342276,151.349986279386,29.5196013789964
"2010-2015",-86.0195724195552,39.5234021342276,151.301413869544,29.5285566306219
"2010-2015",-86.0193029249699,39.5234021342276,151.252886502944,29.5375271924039
"2010-2015",-86.0694289178238,39.5225936504719,161.089690565989,28.2335595382464
"2010-2015",-86.0691594232386,39.5225936504719,161.033422640644,28.2394537544761
"2010-2015",-86.0688899286533,39.5225936504719,160.97719267163,28.2453655907824
"2010-2015",-86.0686204340681,39.5225936504719,160.921000728759,28.2512950361044
"2010-2015",-86.0694289178238,39.5223241558867,161.108954263045,28.2625394642395
"2010-2015",-86.0694289178238,39.5220546613014,161.128180181002,28.2915214457365
"2010-2015",-86.0691594232386,39.5212461775457,161.129607287718,28.3843438967474
"2010-2015",-86.0688899286533,39.5212461775457,161.073619674184,28.3902256761849
"2010-2015",-86.0686204340681,39.5212461775457,161.017669554177,28.3961249876732
"2010-2015",-85.9923534664463,39.5212461775457,146.858207270367,30.7235751672309
"2010-2015",-86.0702374015795,39.5209766829605,161.37286141499,28.3900002469255
"2010-2015",-86.0699679069943,39.5209766829605,161.316773207668,28.3958058751256
"2010-2015",-86.0686204340681,39.5209766829605,161.036890207083,28.4250972007421
"2010-2015",-86.0702374015795,39.5207071883753,161.391754506805,28.4190101658122
"2010-2015",-86.0699679069943,39.5207071883753,161.335714912,28.42480989142
"2010-2015",-86.0141825278505,39.5207071883753,150.608537216343,29.9856312410359
"2010-2015",-86.0141825278505,39.52043769379,150.635203313965,30.0131347468657
"2010-2015",-86.0664644773862,39.5172037587672,160.861516391433,28.8780286270421
"2010-2015",-86.066194982801,39.5172037587672,160.806608006178,28.8839945596214
"2010-2015",-86.0672729611419,39.516934264182,161.045364402181,28.8892072720748
"2010-2015",-86.066194982801,39.516934264182,160.825697371557,28.9129439847115
"2010-2015",-86.066194982801,39.5163952750115,160.863766672785,28.9708490397681
"2010-2015",-86.0664644773862,39.5161257804263,160.937470653388,28.9938624620962
"2010-2015",-86.066194982801,39.5161257804263,160.882746809164,28.9998046573453
"2010-2015",-86.0664644773862,39.515856285841,160.956368604917,29.0228260372667
"2010-2015",-86.066194982801,39.515856285841,160.901690735823,29.0287623267336
"2010-2015",-86.0114875819981,39.5142393183296,150.77126146519,30.7375695994884
"2010-2015",-86.0112180874129,39.5142393183296,150.724961731923,30.7467081216239
"2010-2015",-86.0109485928276,39.5142393183296,150.678703909357,30.7558612418998
"2010-2015",-86.0117570765833,39.5139698237444,150.843474656371,30.7559859820883
"2010-2015",-86.0114875819981,39.5139698237444,150.797158783129,30.7651017609415
"2010-2015",-86.0112180874129,39.5139698237444,150.750884726101,30.774232142778
"2010-2015",-86.0120265711686,39.5134308345739,150.941398393383,30.8019951993982
"2010-2015",-86.0117570765833,39.5134308345739,150.895092411708,30.8110801540471
"2010-2015",-86.0120265711686,39.5131613399887,150.967118933866,30.8295571378981
"2010-2015",-86.0117570765833,39.5131613399887,150.92083879765,30.8386340081652
"2010-2015",-86.0691594232386,39.5120833616477,161.759506019899,29.3709120910114
"2010-2015",-86.0688899286533,39.5110053833068,161.776749452172,29.4927860109577
"2010-2015",-86.0686204340681,39.5110053833068,161.722581725054,29.4984656641174
"2010-2015",-86.0683509394829,39.5110053833068,161.668447804516,29.5041622727766
"2010-2015",-86.0543372210506,39.5093884157954,159.021937847533,29.9959242455434
"2010-2015",-86.0540677264654,39.5093884157954,158.9699230197,30.0024672665937
"2010-2015",-86.0537982318801,39.5093884157954,158.917944476018,30.0090266066489
"2010-2015",-86.0543372210506,39.5091189212101,159.041870469593,30.0246699547522
"2010-2015",-86.0540677264654,39.5091189212101,158.989895877487,30.0312067382556
"2010-2015",-86.0537982318801,39.5091189212101,158.937957475766,30.037759827939
"2010-2015",-86.0543372210506,39.5088494266249,159.061766949004,30.053418048828
"2010-2015",-86.0540677264654,39.5088494266249,159.009832544836,30.0599486061952
"2010-2015",-86.0537982318801,39.5088494266249,158.957934237593,30.0664954569321
"2010-2015",-86.0484083401754,39.5072324591135,158.051398852578,30.3725418038699
"2010-2015",-86.0481388455902,39.5072324591135,158.000496971723,30.3793895684072
"2010-2015",-86.066194982801,39.5056154916021,161.595679725268,30.1306156702988
"2010-2015",-86.0664644773862,39.5053459970168,161.666219514275,30.1539342812649
"2010-2015",-86.066194982801,39.5053459970168,161.613285695156,30.159648802668
"2010-2015",-86.0527202535392,39.5050765024316,159.028837055276,30.4950469623654
"2010-2015",-86.052450758954,39.5050765024316,158.977669901086,30.5015880753776
"2010-2015",-86.0564931777325,39.5045375132611,159.786894878493,30.4628271353568
"2010-2015",-86.0562236831473,39.5045375132611,159.735321596418,30.469130513069
"2010-2015",-86.0564931777325,39.5042680186759,159.805872757371,30.4916625848068
"2010-2015",-86.0562236831473,39.5042680186759,159.754339562275,30.4979600272167
"2010-2015",-86.0664644773862,39.5029205457497,161.82283224726,30.4153628400396
"2010-2015",-86.066194982801,39.5029205457497,161.770287643938,30.4210284508002
"2010-2015",-86.0664644773862,39.5026510511645,161.840074218393,30.4444193633024
"2010-2015",-86.066194982801,39.5026510511645,161.787572561548,30.4500795897287
"2010-2015",-86.0659254882157,39.5026510511645,161.735102543399,30.4557562512171
"2010-2015",-86.0656559936305,39.5026510511645,161.682664223281,30.4614493385782
"2010-2015",-86.0664644773862,39.5023815565792,161.857284610405,30.4734776490107
"2010-2015",-86.066194982801,39.5023815565792,161.804825840417,30.4791325010406
"2010-2015",-86.0659254882157,39.5023815565792,161.752398625456,30.4848037745353
"2010-2015",-86.0656559936305,39.5023815565792,161.700003024771,30.4904914603302
"2010-2015",-86.0664644773862,39.502112061994,161.874463506876,30.5025376921265
"2010-2015",-86.066194982801,39.502112061994,161.822047564212,30.5081871796719
"2010-2015",-86.0659254882157,39.502112061994,161.769663093189,30.5138530751034
"2010-2015",-86.0656559936305,39.502112061994,161.71731015297,30.5195353692821
"2010-2015",-86.066194982801,39.5018425674088,161.83923781632,30.5372436205787
"2010-2015",-86.0659254882157,39.5018425674088,161.786896030073,30.5429041478519
"2010-2015",-86.0656559936305,39.5018425674088,161.734585691438,30.5485810603376
"2010-2015",-86.0521812643687,39.5004950944826,159.256368135028,30.9969447215251
"2010-2015",-86.0521812643687,39.5002255998973,159.27546282597,31.0257183031276
"2010-2015",-86.0519117697835,39.5002255998973,159.225056775139,31.0321823339105
"2010-2015",-86.0473303618345,39.4921407623403,158.950712031646,32.005517989643
"2010-2015",-85.9883110476678,39.4913322785846,149.164159059186,33.8728724749567
"2010-2015",-85.9880415530826,39.4913322785846,149.123045604923,33.8825201154041
"2010-2015",-85.9877720584973,39.4913322785846,149.081967400844,33.8921807260884
"2010-2015",-85.9875025639121,39.4913322785846,149.04092444381,33.9018542959217
"2010-2015",-85.9883110476678,39.4910627839993,149.188695373925,33.9001128627966
"2010-2015",-85.9880415530826,39.4910627839993,149.147600892081,33.9097527905341
"2010-2015",-85.9877720584973,39.4910627839993,149.106541593681,33.9194056825445
"2010-2015",-85.9875025639121,39.4910627839993,149.065517475678,33.9290715277633
"2010-2015",-85.9875025639121,39.4907932894141,149.090075330313,33.9562933893973
"2010-2015",-85.9875025639121,39.4905237948288,149.114598074133,33.983519869699
"2010-2015",-85.9904670043497,39.488367838147,149.760614195178,34.0967263498894
"2010-2015",-85.9901975097645,39.488367838147,149.719433332276,34.1061861301163
"2010-2015",-85.9899280151792,39.488367838147,149.678287005268,34.1156589015016
"2010-2015",-85.9907364989349,39.4880983435617,149.825808560527,34.1146379737837
"2010-2015",-85.9901975097645,39.4880983435617,149.743451412515,34.1335294517928
"2010-2015",-85.9899280151792,39.4880983435617,149.7023245439,34.1429946736884
"2010-2015",-85.989658520594,39.4880983435617,149.66123214432,34.1524728697832
"2010-2015",-85.9904670043497,39.4878288489765,149.808576836231,34.1514324697158
"2010-2015",-85.9901975097645,39.4878288489765,149.767435022741,34.1608771741512
"2010-2015",-85.9899280151792,39.4878288489765,149.726327613473,34.1703348574192
"2010-2015",-85.989658520594,39.4878288489765,149.68525460756,34.1798055087455
"2010-2015",-85.9899280151792,39.4875593543913,149.75029627967,34.1976794421118
"2010-2015",-85.989658520594,39.4875593543913,149.709242668434,34.2071425595113
"2010-2015",-85.9993603256625,39.4802830005899,151.823760792448,34.6215122931863
"2010-2015",-85.994239928543,39.4797440114194,151.082988098987,34.8462976547519
"2010-2015",-85.9950484122987,39.4794745168342,151.228801496419,34.8468526248408
"2010-2015",-85.9947789177135,39.4794745168342,151.187713911891,34.8558501738132
"2010-2015",-85.9945094231282,39.4794745168342,151.14665871472,34.8648606814427
"2010-2015",-85.9972043689806,39.4792050222489,151.581054755954,34.8030080953361
"2010-2015",-85.9969348743954,39.4792050222489,151.539729293514,34.8118945799585
"2010-2015",-85.9966653798101,39.4792050222489,151.498436119674,34.8207940967408
"2010-2015",-85.9963958852249,39.4792050222489,151.457175239451,34.8297066356924
"2010-2015",-85.9950484122987,39.4792050222489,151.251355408373,34.8744643130522
"2010-2015",-85.9947789177135,39.4792050222489,151.210288387343,34.883454774995
"2010-2015",-85.9945094231282,39.4792050222489,151.169253691116,34.8924581890585
"2010-2015",-85.9974738635658,39.4789355276637,151.64474623846,34.8218136195644
"2010-2015",-85.9972043689806,39.4789355276637,151.603409616682,34.8306800449827
"2010-2015",-85.9969348743954,39.4789355276637,151.56210521535,34.8395595058237
"2010-2015",-85.9966653798101,39.4789355276637,151.52083303969,34.848451992121
"2010-2015",-85.9963958852249,39.4789355276637,151.479593094783,34.8573574939061
"2010-2015",-85.9950484122987,39.4789355276637,151.273876999536,34.9020798859335
"2010-2015",-85.9947789177135,39.4789355276637,151.23283053797,34.9110632710567
"2010-2015",-85.9974738635658,39.4786660330785,151.667047759985,34.849496370063
"2010-2015",-85.9972043689806,39.4786660330785,151.625732256939,34.8583557886041
"2010-2015",-85.9969348743954,39.4786660330785,151.584448911491,34.8672282358453
"2010-2015",-85.9966653798101,39.4786660330785,151.54319772893,34.8761137018408
"2010-2015",-85.9963958852249,39.4786660330785,151.501978714399,34.8850121766436
"2010-2015",-85.9961263906397,39.4786660330785,151.460791872904,34.8939236503001
"2010-2015",-85.9974738635658,39.4783965384932,151.689317129313,34.8771828953433
"2010-2015",-85.9972043689806,39.4783965384932,151.648022739571,34.8860353171683
"2010-2015",-85.9969348743954,39.4783965384932,151.606760444722,34.8949007609714
"2010-2015",-85.9966653798101,39.4783965384932,151.565530250115,34.9037792168289
"2010-2015",-85.9963958852249,39.4783965384932,151.524332160957,34.9126706748132
"2010-2015",-85.9883110476678,39.478127043908,150.326258899575,35.2128600953753
"2010-2015",-85.9880415530826,39.478127043908,150.286076925992,35.2221424695782
"2010-2015",-85.9883110476678,39.4778575493228,150.349146988921,35.2403132982217
"2010-2015",-85.9880415530826,39.4778575493228,150.308984031168,35.2495884790989
"2010-2015",-85.9928924556168,39.4773185601523,151.081838930071,35.1397443127278
"2010-2015",-85.9926229610316,39.4773185601523,151.041170977285,35.1487884245013
"2010-2015",-85.9923534664463,39.4773185601523,151.000534946238,35.1578453635179
"2010-2015",-85.9920839718611,39.4773185601523,150.959930840196,35.1669151198663
"2010-2015",-85.9928924556168,39.4770490655671,151.104298535688,35.1673305930069
"2010-2015",-85.9926229610316,39.4770490655671,151.06365062248,35.1763676472169
"2010-2015",-85.9923534664463,39.4770490655671,151.023034570066,35.185417522304
"2010-2015",-85.9920839718611,39.4770490655671,150.982450381778,35.194480208377
"2010-2015",-85.9904670043497,39.4767795709818,150.76222045778,35.2766513187027
"2010-2015",-85.9901975097645,39.4767795709818,150.721878891541,35.2857963003775
"2010-2015",-85.9947789177135,39.4765100763966,151.43426552955,35.1597134909245
"2010-2015",-85.9945094231282,39.4765100763966,151.393435617869,35.1686465276867
"2010-2015",-85.9904670043497,39.4765100763966,150.784794523903,35.3041818096448
"2010-2015",-85.9901975097645,39.4765100763966,150.744472446483,35.313319697303
"2010-2015",-85.9947789177135,39.4762405818113,151.456487842039,35.1873604325332
"2010-2015",-85.9945094231282,39.4762405818113,151.415678384929,35.1962864869771
"2010-2015",-86.0101401090719,39.4754320980556,153.897406665383,34.7842864755038
"2010-2015",-86.0098706144867,39.4754320980556,153.854877063404,34.7924431921719
"2010-2015",-86.0096011199014,39.4754320980556,153.81237843146,34.8006133067877
"2010-2015",-86.0001688094182,39.4754320980556,152.344527559625,35.0949343069728
"2010-2015",-85.999899314833,39.4754320980556,152.303151257183,35.1035804163363
"2010-2015",-85.998821336492,39.4754320980556,152.137959588173,35.1382952056754
"2010-2015",-85.9985518419068,39.4754320980556,152.096740092048,35.1470064427007
"2010-2015",-86.0096011199014,39.4751626034704,153.833255848976,34.8286466018221
"2010-2015",-86.0093316253162,39.4751626034704,153.790812043325,34.8368235514028
"2010-2015",-86.0001688094182,39.4751626034704,152.366202154301,35.122733826611
"2010-2015",-85.999899314833,39.4751626034704,152.324847508683,35.1313731278261
"2010-2015",-85.9996298202477,39.4751626034704,152.283524148232,35.1400254669744
"2010-2015",-85.9993603256625,39.4751626034704,152.242232080402,35.148690834426
"2010-2015",-85.9990908310773,39.4751626034704,152.200971312508,35.1573692205489
"2010-2015",-85.998821336492,39.4751626034704,152.159741851717,35.1660606157044
"2010-2015",-85.9985518419068,39.4751626034704,152.118543705061,35.1747650102492
"2010-2015",-86.0007077985887,39.4748931088852,152.470605104612,35.1333110329462
"2010-2015",-86.0004383040034,39.4748931088852,152.429209683851,35.1419174450429
"2010-2015",-86.0001688094182,39.4748931088852,152.387845471382,35.1505369073681
"2010-2015",-85.999899314833,39.4748931088852,152.346512474992,35.1591694103251
"2010-2015",-85.9996298202477,39.4748931088852,152.305210702332,35.1678149443101
"2010-2015",-85.9993603256625,39.4748931088852,152.263940160909,35.1764734997141
"2010-2015",-85.9990908310773,39.4748931088852,152.222700858091,35.1851450669247
"2010-2015",-85.998821336492,39.4748931088852,152.181492801101,35.1938296363241
"2010-2015",-86.0007077985887,39.4746236142999,152.49217373833,35.1611312223627
"2010-2015",-86.0004383040034,39.4746236142999,152.450800081898,35.1697308599384
"2010-2015",-86.0001688094182,39.4746236142999,152.409457572358,35.1783435407997
"2010-2015",-85.999899314833,39.4746236142999,152.368146217547,35.1869692553694
"2010-2015",-86.0096011199014,39.4743541197147,153.895702835854,34.9127657560481
"2010-2015",-86.0093316253162,39.4743541197147,153.853330483433,34.9209231036013
"2010-2015",-86.009062130731,39.4743541197147,153.810988874633,34.929093799762
"2010-2015",-86.0007077985887,39.4743541197147,152.513711233118,35.1889549363405
"2010-2015",-86.0004383040034,39.4743541197147,152.472359333032,35.1975478092421
"2010-2015",-86.0001688094182,39.4743541197147,152.431038518577,35.2061537184889
"2010-2015",-85.999899314833,39.4743541197147,152.389748797645,35.2147726545235
"2010-2015",-86.0096011199014,39.4740846251295,153.916456952847,34.9408118713923
"2010-2015",-86.0093316253162,39.4740846251295,153.874108392417,34.9489627044107
"2010-2015",-86.009062130731,39.4740846251295,153.831790512979,34.9571268784305
"2010-2015",-86.0007077985887,39.4740846251295,152.53521765029,35.216782166524
"2010-2015",-86.0004383040034,39.4740846251295,152.493887498513,35.2253682845802
"2010-2015",-86.0001688094182,39.4740846251295,152.452588371249,35.2339674320423
"2010-2015",-86.0096011199014,39.4738151305442,153.937180401767,34.9688611725454
"2010-2015",-86.0093316253162,39.4738151305442,153.894855620385,34.9770055007328
"2010-2015",-86.009062130731,39.4738151305442,153.852561457518,34.9851631623195
"2010-2015",-86.0017857769296,39.4738151305442,152.722236167682,35.2104258273717
"2010-2015",-86.0015162823444,39.4738151305442,152.680803984791,35.2189530154413
"2010-2015",-86.0012467877591,39.4738151305442,152.639402732032,35.2274932639985
"2010-2015",-86.0009772931739,39.4738151305442,152.598032417966,35.2360465635476
"2010-2015",-86.0007077985887,39.4738151305442,152.556693051014,35.244612904585
"2010-2015",-86.0004383040034,39.4738151305442,152.515384639458,35.2531922776048
"2010-2015",-86.0001688094182,39.4738151305442,152.474107191439,35.2617846730938
"2010-2015",-86.0017857769296,39.473545635959,152.743593075284,35.2382869362537
"2010-2015",-86.0015162823444,39.473545635959,152.702182868325,35.2468074170132
"2010-2015",-86.0012467877591,39.473545635959,152.660803530462,35.2553409512459
"2010-2015",-86.0009772931739,39.473545635959,152.619455070302,35.2638875294761
"2010-2015",-86.0069061740491,39.4716591738623,153.68187834846,35.2748918935287
"2010-2015",-86.0066366794639,39.4716591738623,153.640045143567,35.2831168441481
"2010-2015",-86.0069061740491,39.4713896792771,153.70256244224,35.3029050032323
"2010-2015",-86.0066366794639,39.4713896792771,153.660752288677,35.3111234607097
"2010-2015",-86.0069061740491,39.4711201846919,153.723216359764,35.3309213184656
"2010-2015",-86.0066366794639,39.4711201846919,153.681429245684,35.3391332923495
"2010-2015",-85.9926229610316,39.4681557442543,151.787962784541,36.0886175615354
"2010-2015",-85.9923534664463,39.4681557442543,151.748003793099,36.0974398599188
"2010-2015",-85.9926229610316,39.467886249669,151.80939249228,36.1163244787581
"2010-2015",-85.9923534664463,39.467886249669,151.769453332508,36.1251400449097
"2010-2015",-85.9926229610316,39.4676167550838,151.830792333673,36.1440350014212
"2010-2015",-85.9923534664463,39.4676167550838,151.790873000263,36.15284384478
"2010-2015",-85.9931619502021,39.4673472604986,151.932050645172,36.1541826472125
"2010-2015",-85.9928924556168,39.4673472604986,151.892091631139,36.1629595835049
"2010-2015",-85.9926229610316,39.4673472604986,151.852162365152,36.1717491212371
"2010-2015",-85.9923534664463,39.4673472604986,151.812262852747,36.180551251224
"2010-2015",-85.9931619502021,39.4670777659133,151.95335112325,36.1819137448492
"2010-2015",-85.9928924556168,39.4670777659133,151.913412037236,36.1906839898517
"2010-2015",-85.9926229610316,39.4670777659133,151.873502643031,36.1994668299455
