"Period","x","y","Bearing","Distance_km"
"2010-2015",-86.4954998570817,40.0443351674885,308.930366363533,42.3584144699064
"2010-2015",-86.4952303624965,40.0443351674885,308.952448853147,42.3425886104411
"2010-2015",-86.4949608679112,40.0443351674885,308.974552418634,42.3267693176056
"2010-2015",-86.494691373326,40.0443351674885,308.996677083595,42.310956598765
"2010-2015",-86.4944218787408,40.0443351674885,309.018822871647,42.2951504612939
"2010-2015",-85.7834951628886,40.0443351674885,53.2592331518947,44.0417812841681
"2010-2015",-85.7832256683033,40.0443351674885,53.2792265060629,44.0582582715628
"2010-2015",-85.7829561737181,40.0443351674885,53.2992011720107,44.0747410879254
"2010-2015",-85.7826866791329,40.0443351674885,53.3191571710798,44.0912297267197
"2010-2015",-86.4960388462522,40.0440656729033,308.858938659554,42.3684172615384
"2010-2015",-86.4957693516669,40.0440656729033,308.880974510245,42.3525701247427
"2010-2015",-86.4954998570817,40.0440656729033,308.903031401519,42.3367295371629
"2010-2015",-86.4952303624965,40.0440656729033,308.92510935698,42.3208955061547
"2010-2015",-86.4949608679112,40.0440656729033,308.947208400249,42.3050680390785
"2010-2015",-86.494691373326,40.0440656729033,308.969328554971,42.2892471433046
"2010-2015",-86.4944218787408,40.0440656729033,308.991469844809,42.2734328262115
"2010-2015",-85.7834951628886,40.0440656729033,53.2860383852042,44.0209321120664
"2010-2015",-85.7832256683033,40.0440656729033,53.3060261761634,44.0374169653905
"2010-2015",-85.7829561737181,40.0440656729033,53.325995271073,44.0539076446007
"2010-2015",-85.7826866791329,40.0440656729033,53.3459456913079,44.0704041431584
"2010-2015",-85.7824171845476,40.0440656729033,53.36587745822,44.0869064545299
"2010-2015",-86.4960388462522,40.0437961783181,308.831591784477,42.3467587815542
"2010-2015",-86.4957693516669,40.0437961783181,308.853623053695,42.3309034740524
"2010-2015",-86.4954998570817,40.0437961783181,308.875675375322,42.3150547130492
"2010-2015",-86.4952303624965,40.0437961783181,308.897748773007,42.2992125059039
"2010-2015",-86.4949608679112,40.0437961783181,308.919843270415,42.2833768599829
"2010-2015",-86.494691373326,40.0437961783181,308.941958891236,42.2675477826598
"2010-2015",-86.4944218787408,40.0437961783181,308.964095659176,42.2517252813183
"2010-2015",-85.7834951628886,40.0437961783181,53.3128623359557,44.0000934693622
"2010-2015",-85.7832256683033,40.0437961783181,53.3328445423093,44.0165861921201
"2010-2015",-85.7829561737181,40.0437961783181,53.3528080448057,44.0330847376732
"2010-2015",-85.7826866791329,40.0437961783181,53.3727528648532,44.0495890994797
"2010-2015",-85.7824171845476,40.0437961783181,53.3926790238369,44.0660992710029
"2010-2015",-86.4960388462522,40.0435266837328,308.804223880619,42.3251104348871
"2010-2015",-86.4957693516669,40.0435266837328,308.826250544737,42.309246952112
"2010-2015",-86.4954998570817,40.0435266837328,308.848298273071,42.2933900131071
"2010-2015",-86.4952303624965,40.0435266837328,308.870367089312,42.277539625236
"2010-2015",-86.4949608679112,40.0435266837328,308.892457017172,42.2616957958699
"2010-2015",-86.494691373326,40.0435266837328,308.914568080384,42.2458585323865
"2010-2015",-86.4944218787408,40.0435266837328,308.936700302699,42.2300278421744
"2010-2015",-85.7826866791329,40.0435266837328,53.3995786994583,44.0287846106324
"2010-2015",-85.7824171845476,40.0435266837328,53.4194992291493,44.0453026457766
"2010-2015",-86.4960388462522,40.0432571891476,308.776834936221,42.3034722370937
"2010-2015",-86.4957693516669,40.0432571891476,308.798856971567,42.2876005744828
"2010-2015",-86.4954998570817,40.0432571891476,308.820900082916,42.2717354529021
"2010-2015",-86.4952303624965,40.0432571891476,308.842964294002,42.2558768797211
"2010-2015",-86.4949608679112,40.0432571891476,308.865049628581,42.240024862314
"2010-2015",-86.494691373326,40.0432571891476,308.887156110432,42.2241794080641
"2010-2015",-86.4944218787408,40.0432571891476,308.90928376335,42.2083405243638
"2010-2015",-85.7406455238361,40.0432571891476,56.3203654473448,46.6522408191721
"2010-2015",-86.4960388462522,40.0429876945623,308.749424939537,42.2818442037559
"2010-2015",-86.4957693516669,40.0429876945623,308.771442322398,42.2659643567513
"2010-2015",-86.4954998570817,40.0429876945623,308.793480793025,42.2500910480267
"2010-2015",-86.4952303624965,40.0429876945623,308.815540375201,42.2342242849556
"2010-2015",-86.4949608679112,40.0429876945623,308.837621092723,42.2183640749168
"2010-2015",-86.494691373326,40.0429876945623,308.859722969416,42.2025104252985
"2010-2015",-86.4944218787408,40.0429876945623,308.881846029119,42.1866633434977
"2010-2015",-86.4960388462522,40.0427181999771,308.72199387885,42.2602263504793
"2010-2015",-86.4957693516669,40.0427181999771,308.744006585465,42.2443383145281
"2010-2015",-86.4954998570817,40.0427181999771,308.766040391592,42.2284568140952
"2010-2015",-86.4952303624965,40.0427181999771,308.788095321055,42.212581856559
"2010-2015",-86.4949608679112,40.0427181999771,308.8101713977,42.1967134493027
"2010-2015",-86.494691373326,40.0427181999771,308.832268645393,42.1808515997189
"2010-2015",-86.4944218787408,40.0427181999771,308.85438708802,42.1649963152089
"2010-2015",-85.7328301808642,40.0413707270509,56.9946634087626,47.0220711834913
"2010-2015",-86.485528557428,40.0411012324657,309.430254819034,41.5140792584104
"2010-2015",-86.4852590628427,40.0411012324657,309.453082623343,41.4984017842829
"2010-2015",-86.4849895682575,40.0411012324657,309.475932552308,41.4827311236928
"2010-2015",-86.485528557428,40.0408317378805,309.402496086526,41.4922104361723
"2010-2015",-86.4852590628427,40.0408317378805,309.425319533463,41.4765246340817
"2010-2015",-86.4849895682575,40.0408317378805,309.448165118483,41.4608456428763
"2010-2015",-86.4887624924508,40.0405622432952,309.102605209181,41.6592095923749
"2010-2015",-86.4884929978656,40.0405622432952,309.12516039852,41.643434359035
"2010-2015",-86.4882235032803,40.0405622432952,309.147737440944,41.627665841744
"2010-2015",-86.4879540086951,40.0405622432952,309.170336361205,41.6119040481376
"2010-2015",-86.4876845141099,40.0405622432952,309.192957184081,41.5961489858568
